"LOC_ID","Month","Total_Birds","Avg_HRS_Effort","Avg_Housing_Density"
"L1311729",11,128,1.55814285714286,3
"L1311729",12,49,1.001,3
"L1311729",1,62,1.001,3
"L1311729",2,116,0.780661016949152,3
"L1311781",1,502,1.001,1
"L1311781",11,438,1.001,1
"L1311781",12,758,1.19248936170213,1
"L1311873",3,115,4.001,2
"L1311873",11,112,4.001,2
"L1311873",12,189,4.001,2
"L1311873",2,51,3.29511764705882,2
"L1311873",1,189,4.001,2
"L1311912",2,753,0.954389830508474,2.66666666666667
"L1311912",4,280,0.799245614035088,2.66666666666667
"L1311912",1,827,0.883591093117409,2.66666666666667
"L1311912",11,380,0.821689655172414,2.66666666666667
"L1311912",12,567,0.667666666666667,2.66666666666667
"L1311912",3,585,0.776100401606426,2.66666666666667
"L1311917",12,466,0.963686567164179,1
"L1311917",3,488,1.001,1
"L1311917",11,243,0.91125641025641,1
"L1311917",4,38,0.801,1
"L1311917",1,427,0.940130434782609,1
"L1311917",2,380,1.08871929824561,1
"L1311976",12,601,1.45554545454545,1
"L1311976",1,531,1.22168965517241,1
"L1311976",2,527,1.85005660377358,1
"L1311976",11,132,1.85814285714286,1
"L1311976",4,29,1.001,1
"L1311976",3,430,2.12344897959184,1
"L1312050",12,189,1.88736363636364,1
"L1312050",11,254,1.001,1
"L1312050",1,118,2.95752173913043,1
"L1312102",2,312,0.92536974789916,2.33333333333333
"L1312102",11,297,0.859333333333333,2.33333333333333
"L1312102",1,422,0.807896551724138,2.33333333333333
"L1312102",4,98,0.834333333333333,2.33333333333333
"L1312102",3,285,0.859208955223881,2.33333333333333
"L1312102",12,355,0.699630136986301,2.33333333333333
"L1312153",4,246,3.27468421052632,1
"L1312153",12,1342,2.32423232323232,1
"L1312153",2,2402,3.40741711229947,1
"L1312153",11,760,2.96651724137931,1
"L1312153",3,1173,3.46908510638298,1
"L1312153",1,2373,3.47926086956522,1
"L1312157",12,30,0.001,2.33333333333333
"L1312157",2,15,0.001,2.33333333333333
"L1312157",1,19,0.001,2.33333333333333
"L1312157",3,9,0.001,2.33333333333333
"L1312157",11,17,0.001,2.33333333333333
"L1312175",3,1516,3.69118404907975,2
"L1312175",2,1861,4.73282957393484,2
"L1312175",1,1697,5.64331738035265,2
"L1312175",4,644,5.95831707317073,2
"L1312175",11,794,4.12336286919831,2
"L1312175",12,1443,4.05476344086022,2
"L1312196",4,155,0.001,3
"L1312196",3,687,0.193982456140351,3
"L1312196",2,760,0.646,3
"L1312196",11,785,0.501,3
"L1312196",1,621,0.228544910179641,3
"L1312196",12,1030,0.216384615384615,3
"L1312323",11,609,1.001,1.11111111111111
"L1312323",2,943,1.3354262295082,1.11111111111111
"L1312323",12,1078,1.29494812680115,1.11111111111111
"L1312323",4,285,1.381,1.11111111111111
"L1312323",3,952,1.001,1.11111111111111
"L1312323",1,1096,1.1598785046729,1.11111111111111
"L1312725",3,623,0.988704918032787,2
"L1312725",1,720,1.001,2
"L1312725",12,710,0.954191489361702,2
"L1312725",2,694,0.983300884955752,2
"L1312725",11,281,1.001,2
"L1312725",4,98,1.001,2
"L1312831",11,167,0.650122807017544,1.4
"L1312831",12,319,0.479260869565217,1.4
"L1312831",4,4,0.001,1.4
"L1312831",3,75,0.601,1.4
"L1312831",2,413,0.704125,1.4
"L1312831",1,392,0.817176470588235,1.4
"L1312853",11,676,1.001,3
"L1312853",1,1036,1.001,3
"L1312853",2,482,1.001,3
"L1312853",4,80,1.001,3
"L1312853",12,1047,0.914978494623656,3
"L1312853",3,496,1.001,3
"L1312871",1,374,0.744119266055046,2
"L1312871",4,42,0.501,2
"L1312871",2,378,0.849214285714286,2
"L1312871",3,394,1.001,2
"L1312871",12,505,1.001,2
"L1312871",11,261,0.8885,2
"L1312885",12,81,0.481,3
"L1312885",11,113,0.465285714285714,3
"L1312885",1,75,0.286714285714286,3
"L1312885",2,36,0.601,3
"L1312885",3,84,0.258142857142857,3
"L131291",1,1348,0.001,3
"L131291",4,525,0.170117647058824,3
"L131291",3,1586,0.001,3
"L131291",11,1252,0.0768293838862559,3
"L131291",12,1748,0.048808764940239,3
"L131291",2,2053,0.104448275862069,3
"L1312943",1,6791,1.70434928229665,2.77777777777778
"L1312943",11,2806,1.83308955223881,2.77777777777778
"L1312943",2,5726,1.20324719101124,2.77777777777778
"L1312943",3,5196,0.938662337662338,2.77777777777778
"L1312943",4,1272,1.78887878787879,2.77777777777778
"L1312943",12,4724,1.8931832884097,2.77777777777778
"L1312991",11,295,1.86586486486486,3
"L1312991",3,347,1.57727118644068,3
"L1312991",2,385,1.48868472906404,3
"L1312991",1,440,1.001,3
"L1312991",4,59,1.001,3
"L1312991",12,467,1.61235371179039,3
"L131311",11,300,0.189405797101449,3
"L131311",2,380,0.463962962962963,3
"L131311",3,229,0.255545454545455,3
"L131311",1,579,0.154225806451613,3
"L131311",12,540,0.331357142857143,3
"L1313138",3,448,2.37855102040816,1.6
"L1313138",2,433,3.06766666666667,1.6
"L1313138",11,174,1.93057746478873,1.6
"L1313138",1,312,2.23176923076923,1.6
"L1313138",4,248,4.001,1.6
"L1313138",12,280,2.14573684210526,1.6
"L1313147",2,641,1.001,3
"L1313147",1,541,1.001,3
"L1313147",4,117,1.001,3
"L1313147",3,480,1.001,3
"L1313147",11,218,1.001,3
"L1313147",12,269,NA,3
"L1313207",11,62,3.62168965517241,1.57142857142857
"L1313207",2,422,3.41171428571429,1.57142857142857
"L1313207",1,207,3.83433333333333,1.57142857142857
"L1313207",3,296,3.8431052631579,1.57142857142857
"L1313207",12,380,3.57242857142857,1.57142857142857
"L1313207",4,16,3.501,1.57142857142857
"L131323",1,439,8.001,1.07692307692308
"L131323",11,698,8.001,1.07692307692308
"L131323",12,513,8.001,1.07692307692308
"L131323",2,486,8.001,1.07692307692308
"L131323",3,643,8.001,1.07692307692308
"L1313256",3,1195,1.95221951219512,1.88888888888889
"L1313256",4,497,2.16646762589928,1.88888888888889
"L1313256",2,1373,3.33753846153846,1.88888888888889
"L1313256",11,707,2.47437278106509,1.88888888888889
"L1313256",1,1682,2.71528571428571,1.88888888888889
"L1313256",12,1436,2.18087804878049,1.88888888888889
"L1313268",11,198,1.52480952380952,3
"L1313268",12,96,1.59074358974359,3
"L1313268",1,161,1.001,3
"L1313268",4,43,4.001,3
"L1313268",3,175,4.001,3
"L1313268",2,86,4.001,3
"L1313346",11,66,2.56621739130435,2.25
"L1313346",4,57,4.001,2.25
"L1313346",3,162,3.42205263157895,2.25
"L1313346",12,248,2.601,2.25
"L1313346",2,128,2.55869230769231,2.25
"L1313346",1,199,1.68281818181818,2.25
"L1313395",11,211,1.001,1
"L1313395",12,429,1.001,1
"L1313395",2,732,1.001,1
"L1313395",3,815,1.001,1
"L1313395",4,234,1.001,1
"L1313395",1,773,1.001,1
"L1313410",1,82,1.001,3
"L1313410",3,104,0.405761904761905,3
"L1313410",2,39,0.001,3
"L1313410",12,169,1.001,3
"L1313410",4,42,1.001,3
"L1313410",11,102,1.001,3
"L1313662",1,312,4.001,2.6
"L1313662",11,278,0.751,2.6
"L1313662",12,552,1.001,2.6
"L1313668",11,906,1.42407692307692,1
"L1313668",2,1301,1.001,1
"L1313668",3,1213,1.001,1
"L1313668",12,1323,1.25025816023739,1
"L1313668",1,1438,1.001,1
"L1313668",4,198,1.001,1
"L1313715",3,760,0.706607476635514,3
"L1313715",1,518,0.523388059701492,3
"L1313715",4,319,0.899989898989899,3
"L1313715",12,660,0.283722513089005,3
"L1313715",11,406,0.635920634920635,3
"L1313715",2,572,0.564291139240506,3
"L1313738",12,830,1.001,NA
"L1313738",1,968,1.20909248554913,NA
"L1313738",11,759,1.001,NA
"L1313738",2,1041,1.001,NA
"L1313738",4,594,1.001,NA
"L1313738",3,1148,1.001,NA
"L1313819",2,365,0.910090909090909,2.88888888888889
"L1313819",1,419,0.897774193548387,2.88888888888889
"L1313819",11,217,0.838837837837838,2.88888888888889
"L1313819",3,192,0.651,2.88888888888889
"L1313819",12,370,0.834333333333333,2.88888888888889
"L1313823",2,138,1.001,1
"L1313823",3,169,1.001,1
"L1313823",11,261,1.501,1
"L1313823",12,283,1.001,1
"L1313823",1,406,1.001,1
"L1313840",2,1373,1.89683333333333,2.7
"L1313840",12,1338,2.00597512437811,2.7
"L1313840",4,255,1.001,2.7
"L1313840",1,1369,1.56249732620321,2.7
"L1313840",11,867,1.601,2.7
"L1313840",3,1392,1.58830158730159,2.7
"L1313913",12,27,1.001,3
"L1313913",11,37,1.001,3
"L131392",1,796,0.705980842911877,NA
"L131392",3,470,0.489888888888889,NA
"L131392",2,618,0.77084126984127,NA
"L131392",11,534,1.001,NA
"L131392",4,114,0.601,NA
"L131392",12,784,0.804448275862069,NA
"L1313936",11,378,3.23029936305732,3.1
"L1313936",3,310,1.65484615384615,3.1
"L1313936",1,471,1.9154385026738,3.1
"L1313936",4,153,1.4400243902439,3.1
"L1313936",12,625,2.8336359832636,3.1
"L1313936",2,467,2.49106622516556,3.1
"L1314013",1,1159,4.33433333333333,2.1
"L1314013",4,156,3.5541914893617,2.1
"L1314013",12,1010,3.21721621621622,2.1
"L1314013",2,521,3.1715069124424,2.1
"L1314013",3,714,2.77333429394813,2.1
"L1314013",11,261,1.77797841726619,2.1
"L1314032",11,10,0.001,3
"L1314032",3,64,0.001,3
"L1314032",2,13,0.001,3
"L1314032",12,84,0.001,3
"L1314032",4,5,0.001,3
"L1314032",1,40,0.001,3
"L1314034",2,1449,1.60439943342776,3
"L1314034",11,1055,1.66636964980545,3
"L1314034",12,1497,1.55471900826446,3
"L1314034",4,183,1.001,3
"L1314034",1,1361,1.81833746130031,3
"L1314034",3,1418,1.16463636363636,3
"L1314068",1,44,8.001,1
"L1314068",2,19,8.001,1
"L1314068",4,19,8.001,1
"L1314068",11,69,8.001,1
"L1314068",3,7,8.001,1
"L1314068",12,67,4.33433333333333,1
"L1314104",12,463,1.15194339622641,2.8
"L1314104",2,408,0.981769230769231,2.8
"L1314104",1,419,1.001,2.8
"L1314104",3,453,1.001,2.8
"L1314104",11,180,1.001,2.8
"L1314104",4,150,1.001,2.8
"L1314141",12,58,0.001,2
"L1314141",1,61,0.001,2
"L1314141",3,80,0.27127027027027,2
"L1314141",11,106,0.389888888888889,2
"L1314141",2,117,0.293682926829268,2
"L1314246",1,456,1.73433333333333,2
"L1314246",2,431,1.85814285714286,2
"L1314246",4,72,1.001,2
"L1314246",3,351,1.81390322580645,2
"L1314246",12,340,2.03478378378378,2
"L1314246",11,236,1.36892452830189,2
"L1314360",12,368,1.001,1
"L1314360",11,240,1.001,1
"L1314371",12,162,0.667666666666667,3
"L1314371",11,96,0.732707317073171,3
"L1314371",1,207,0.126,3
"L1314371",2,125,0.114636363636364,3
"L1314371",4,27,0.001,3
"L1314371",3,120,0.001,3
"L1314383",3,158,0.662538461538462,2
"L1314383",11,10,0.001,2
"L1314383",2,163,0.649148148148148,2
"L1314383",4,150,0.651,2
"L1314383",12,31,0.154846153846154,2
"L1314383",1,177,0.741740740740741,2
"L1314386",1,1711,1.91835537190083,3
"L1314386",4,448,1.9385,3
"L1314386",2,1446,1.44959813084112,3
"L1314386",11,1237,1.79241104294479,3
"L1314386",3,1136,1.39061038961039,3
"L1314386",12,1728,1.45951528384279,3
"L1314402",1,1187,4.95933333333333,2.66666666666667
"L1314402",11,1160,3.8619022556391,2.66666666666667
"L1314402",3,906,4.67499267399267,2.66666666666667
"L1314402",12,2191,4.98905970149254,2.66666666666667
"L1314402",4,409,5.16656291390728,2.66666666666667
"L1314402",2,1273,5.08737873754153,2.66666666666667
"L1314434",1,2342,4.75857575757576,2.33333333333333
"L1314434",12,2167,4.81856756756757,2.33333333333333
"L1314434",2,1770,5.59475,2.33333333333333
"L1314434",11,1031,4.88257894736842,2.33333333333333
"L1314434",3,1551,5.32494366197183,2.33333333333333
"L1314434",4,248,6.66766666666667,2.33333333333333
"L1314500",2,1969,0.877506024096385,1.11111111111111
"L1314500",4,194,1.001,1.11111111111111
"L1314500",11,1030,0.573,1.11111111111111
"L1314500",3,2008,1.25164599483204,1.11111111111111
"L1314500",12,2249,0.684060109289617,1.11111111111111
"L1314500",1,1997,NA,1.11111111111111
"L1314542",11,733,2.43689743589744,1.75
"L1314542",12,1275,1.48937209302326,1.75
"L1314542",3,786,1.85554545454545,1.75
"L1314542",1,1245,1.5989381443299,1.75
"L1314542",4,112,2.96253846153846,1.75
"L1314542",2,1099,1.98248148148148,1.75
"L1314559",4,242,3.26074025974026,1.83333333333333
"L1314559",2,1212,2.83003225806452,1.83333333333333
"L1314559",3,1070,2.42957142857143,1.83333333333333
"L1314559",12,893,2.62990625,1.83333333333333
"L1314559",11,281,1.95976288659794,1.83333333333333
"L1314559",1,1469,2.26186956521739,1.83333333333333
"L1314621",3,189,0.6885,2.75
"L1314621",11,14,0.001,2.75
"L1314621",1,323,0.763886597938144,2.75
"L1314621",4,26,1.001,2.75
"L1314621",2,17,1.001,2.75
"L1314621",12,115,0.801,2.75
"L1314666",11,363,1.001,NA
"L1314666",3,488,1.001,NA
"L1314666",4,198,1.001,NA
"L1314666",1,632,NA,NA
"L1314666",12,428,1.001,NA
"L1314666",2,565,1.001,NA
"L1314695",4,95,1.001,3
"L1314695",3,252,1.001,3
"L1314695",2,292,1.001,3
"L1314695",1,226,1.001,3
"L1314695",12,166,1.001,3
"L1314695",11,90,1.001,3
"L1314700",1,725,0.975789915966386,1.22222222222222
"L1314700",12,349,1.59254929577465,1.22222222222222
"L1314700",2,534,NA,1.22222222222222
"L1314700",4,198,0.904225806451613,1.22222222222222
"L1314700",11,64,0.847153846153846,1.22222222222222
"L1314700",3,453,1.001,1.22222222222222
"L131471",3,41,4.001,2.66666666666667
"L131471",1,17,1.001,2.66666666666667
"L131471",11,110,2.10969565217391,2.66666666666667
"L131471",2,24,8.001,2.66666666666667
"L131471",12,54,1.001,2.66666666666667
"L131471",4,23,0.001,2.66666666666667
"L1314820",2,265,1.22827272727273,4
"L1314820",4,45,0.539461538461538,4
"L1314820",3,285,0.794650793650794,4
"L1314820",1,555,1.29985057471264,4
"L1314820",12,646,1.129,4
"L1314820",11,213,1.001,4
"L1314840",3,669,4.001,3
"L1314840",4,96,4.001,3
"L1314840",12,398,4.41125641025641,3
"L1314840",1,577,4.001,3
"L1314840",11,209,4.001,3
"L1314840",2,541,4.001,3
"L1314867",1,124,0.751,1.66666666666667
"L1314867",2,69,0.572428571428571,1.66666666666667
"L1314900",11,868,2.26673426573427,1
"L1314900",4,774,1.5635,1
"L1314900",12,1369,1.251,1
"L1314900",2,1389,1.11702209944751,1
"L1314900",3,1663,1.75624475524476,1
"L1314900",1,1697,0.936960591133005,1
"L1314905",12,442,0.966714285714286,3
"L1314905",1,679,1.22807423580786,3
"L1314905",2,497,0.899648648648649,3
"L1314905",3,278,1.001,3
"L1314905",4,114,1.001,3
"L1314905",11,174,1.001,3
"L1315003",1,104,1.65725,3
"L1315003",3,53,0.770230769230769,3
"L1315003",11,38,2.15484615384615,3
"L1315003",2,45,1.001,3
"L1315003",12,25,0.715285714285714,3
"L1315003",4,35,1.001,3
"L1315036",11,217,0.235042553191489,2
"L1315036",12,226,0.001,2
"L1315036",1,161,0.001,2
"L1315036",3,96,0.001,2
"L1315036",2,146,0.001,2
"L1315053",4,40,0.667666666666667,NA
"L1315053",12,341,1.001,NA
"L1315053",2,381,1.001,NA
"L1315053",3,437,1.001,NA
"L1315053",11,324,1.42722950819672,NA
"L1315053",1,370,1.33666433566434,NA
"L1315060",1,276,4.001,2
"L1315060",12,242,2.201,2
"L1315060",11,74,4.001,2
"L1315071",12,364,0.001,2
"L1315071",2,307,0.001,2
"L1315071",11,201,0.303325581395349,2
"L1315071",4,114,0.001,2
"L1315071",3,306,0.001,2
"L1315071",1,256,0.001,2
"L1315105",11,96,4.001,2
"L1315113",12,397,0.851828729281768,2.85714285714286
"L1315113",4,80,0.728272727272727,2.85714285714286
"L1315113",3,377,0.939202247191011,2.85714285714286
"L1315113",11,354,1.001,2.85714285714286
"L1315113",1,401,0.855430379746835,2.85714285714286
"L1315113",2,294,0.843105263157895,2.85714285714286
"L1315148",3,1308,0.961264900662252,1
"L1315148",4,225,1.001,1
"L1315148",12,1131,0.962904761904762,1
"L1315148",1,1307,NA,1
"L1315148",2,1360,0.955166666666667,1
"L1315148",11,808,0.893215568862275,1
"L1315151",12,524,1.001,3
"L1315151",3,429,1.001,3
"L1315151",1,941,1.001,3
"L1315151",4,96,1.001,3
"L1315151",2,593,1.001,3
"L1315151",11,136,1.001,3
"L1315199",4,163,0.667666666666667,1
"L1315199",11,161,0.369421052631579,1
"L1315199",2,703,0.818307692307692,1
"L1315199",3,499,0.89444262295082,1
"L1315199",12,159,0.548169811320755,1
"L1315199",1,664,0.888931034482759,1
"L1315220",12,175,0.001,4
"L1315220",1,117,0.001,4
"L1315220",2,151,0.001,4
"L1315220",11,261,0.432372549019608,4
"L1315220",3,147,0.001,4
"L1315220",4,23,0.001,4
"L1315256",3,453,1.4385,3.25
"L1315256",1,792,3.0263164556962,3.25
"L1315256",12,877,2.65814285714286,3.25
"L1315256",11,686,3.22322222222222,3.25
"L1315256",2,360,1.501,3.25
"L1315256",4,215,2.33433333333333,3.25
"L1315313",11,125,NA,4
"L1315313",2,51,0.001,4
"L1315313",3,41,0.701,4
"L1315313",1,86,0.751,4
"L1315313",12,220,0.551,4
"L1315314",3,462,0.001,3
"L1315314",4,43,0.001,3
"L1315314",12,537,0.001,3
"L1315314",11,251,0.001,3
"L1315314",2,740,0.001,3
"L1315314",1,605,0.001,3
"L1315366",3,176,6.301,3
"L1315366",2,275,6.43237254901961,3
"L1315366",12,783,6.71528571428571,3
"L1315366",11,339,6.64385714285714,3
"L1315366",1,735,5.95338095238095,3
"L1315381",4,38,1.001,1
"L1315381",1,276,0.912504424778761,1
"L1315381",2,220,0.889888888888889,1
"L1315381",11,50,0.358142857142857,1
"L1315381",3,221,0.915728682170542,1
"L1315381",12,157,1.001,1
"L1315406",11,352,4.001,4
"L1315406",1,68,4.001,4
"L1315406",2,457,5.81918181818182,4
"L1315406",3,198,8.001,4
"L1315406",12,605,4.10409278350515,4
"L1315411",4,138,1.4885,1
"L1315411",11,142,0.462538461538462,1
"L1315411",1,386,0.717312056737589,1
"L1315411",12,183,0.641449438202247,1
"L1315411",3,358,0.510677419354839,1
"L1315411",2,267,0.527315789473684,1
"L1315421",2,865,1.18593150684932,1
"L1315421",1,999,1.15458361774744,1
"L1315421",12,833,1.001,1
"L1315421",4,57,1.001,1
"L1315421",11,501,1.001,1
"L1315421",3,677,1.001,1
"L131547",11,18,1.001,3
"L1315476",4,40,0.572428571428571,2.25
"L1315476",3,99,0.477190476190476,2.25
"L1315476",2,140,0.302587301587302,2.25
"L1315476",11,105,1.001,2.25
"L1315476",1,199,0.781821917808219,2.25
"L1315476",12,165,0.929571428571428,2.25
"L1315571",11,37,0.001,3
"L131558",12,1254,0.968391304347826,3
"L131558",2,671,1.001,3
"L131558",4,85,1.001,3
"L131558",1,825,1.001,3
"L131558",11,2569,1.001,3
"L131558",3,605,1.001,3
"L1315674",3,231,0.579947368421053,1
"L1315674",1,933,0.788234042553191,1
"L1315674",12,635,0.746454545454545,1
"L1315674",2,609,0.486294117647059,1
"L1315674",11,188,0.865406779661017,1
"L1315684",11,276,1.001,3
"L1315684",4,77,1.001,3
"L1315684",3,500,1.001,3
"L1315684",12,628,1.001,3
"L1315684",2,509,1.43369230769231,3
"L1315684",1,879,1.001,3
"L1315701",4,163,1.001,1
"L1315701",11,155,1.001,1
"L1315701",3,455,1.001,1
"L1315701",12,273,1.001,1
"L1315701",1,373,1.001,1
"L1315701",2,533,1.001,1
"L1315705",2,783,0.001,2
"L1315705",1,1179,0.001,2
"L1315705",12,895,0.001,2
"L1315705",4,452,0.001,2
"L1315705",3,1059,0.001,2
"L1315705",11,395,0.001,2
"L1315713",1,1225,2.99428859060403,2
"L1315713",3,936,3.26695744680851,2
"L1315713",11,491,1.001,2
"L1315713",2,1264,3.8135,2
"L1315713",12,1082,2.68445323741007,2
"L1315717",11,106,1.001,2
"L1315717",12,126,0.827086956521739,2
"L1315717",2,44,1.001,2
"L1315718",11,75,0.436897435897436,1.66666666666667
"L1315718",1,363,0.65991472868217,1.66666666666667
"L1315718",12,315,1.08433333333333,1.66666666666667
"L1315718",4,45,1.001,1.66666666666667
"L1315718",3,249,0.799076923076923,1.66666666666667
"L1315718",2,299,0.572428571428571,1.66666666666667
"L1315843",11,378,0.001,3
"L1315843",3,506,0.0424201183431953,3
"L1315843",1,342,0.001,3
"L1315843",12,352,0.001,3
"L1315843",4,106,0.001,3
"L1315843",2,516,0.0620687022900763,3
"L1315851",11,312,0.001,2
"L1315916",11,360,0.67841935483871,2.8
"L1315916",1,565,0.267272189349112,2.8
"L1315916",2,673,0.589571428571429,2.8
"L1315916",12,890,0.66604854368932,2.8
"L1315916",3,778,0.524809523809524,2.8
"L1315916",4,155,0.677470588235294,2.8
"L1315950",3,389,0.968289719626168,3
"L1315950",12,392,0.995565217391304,3
"L1315950",4,115,0.91666265060241,3
"L1315950",2,360,1.079125,3
"L1315950",1,340,1.001,3
"L1315950",11,189,1.001,3
"L131599",4,803,1.001,NA
"L131599",12,1484,1.001,NA
"L131599",3,2151,1.001,NA
"L131599",1,2572,0.956056179775281,NA
"L131599",2,2021,1.001,NA
"L131599",11,830,0.922875,NA
"L1316031",2,163,1.001,3
"L1316031",11,45,0.001,3
"L1316031",3,167,0.699795180722891,3
"L1316031",1,193,1.001,3
"L1316031",4,48,1.001,3
"L1316045",11,510,1.001,4
"L1316045",3,519,1.001,4
"L1316045",1,897,1.001,4
"L1316045",12,795,1.001,4
"L1316045",2,788,1.001,4
"L1316045",4,270,1.001,4
"L1316063",3,381,5.67264179104478,2.85714285714286
"L1316063",2,809,7.73433333333333,2.85714285714286
"L1316063",11,599,6.67792307692308,2.85714285714286
"L1316063",12,1038,7.01080392156863,2.85714285714286
"L1316063",4,6,8.001,2.85714285714286
"L1316063",1,829,6.97827272727273,2.85714285714286
"L131607",1,726,0.902273885350318,3
"L131607",4,188,1.001,3
"L131607",11,421,0.947601941747573,3
"L131607",2,584,1.001,3
"L131607",12,553,0.879787878787879,3
"L131607",3,721,1.001,3
"L1316127",12,31,0.626,4
"L1316127",11,12,0.001,4
"L1316151",3,176,4.001,1
"L1316154",11,57,1.001,1
"L1316154",12,28,1.001,1
"L131627",1,316,1.001,3.06666666666667
"L131627",3,253,1.001,3.06666666666667
"L131627",4,83,1.001,3.06666666666667
"L131627",2,246,1.001,3.06666666666667
"L131627",11,266,1.001,3.06666666666667
"L131627",12,296,1.001,3.06666666666667
"L1316437",12,86,1.001,3.25
"L1316437",3,113,1.001,3.25
"L1316437",11,157,1.001,3.25
"L1316443",1,75,1.001,1
"L1316443",11,116,1.73433333333333,1
"L1316443",3,39,4.001,1
"L1316443",2,23,1.001,1
"L1316443",12,79,1.001,1
"L1316464",11,1076,1.001,1
"L1316464",1,2377,1.001,1
"L1316464",12,2168,1.13038005390836,1
"L1316464",4,694,1.001,1
"L1316464",2,2083,1.001,1
"L1316464",3,2325,NA,1
"L1316532",4,58,6.07507407407407,1
"L1316532",1,371,6.172875,1
"L1316532",11,187,6.18048717948718,1
"L1316532",2,295,5.35285185185185,1
"L1316532",12,294,5.81918181818182,1
"L1316532",3,288,6.04037007874016,1
"L1316552",11,21,1.001,2
"L1316593",2,480,0.92358064516129,1.57142857142857
"L1316593",4,66,0.696652173913043,1.57142857142857
"L1316593",12,395,1.01975,1.57142857142857
"L1316593",1,502,0.864095238095238,1.57142857142857
"L1316593",3,470,0.859823529411765,1.57142857142857
"L1316593",11,210,NA,1.57142857142857
"L1316599",2,522,0.975093264248705,NA
"L1316599",12,454,1.001,NA
"L1316599",1,537,NA,NA
"L1316599",11,224,0.695444444444444,NA
"L1316599",3,500,0.874684210526316,NA
"L1316599",4,72,0.589235294117647,NA
"L1316608",3,359,1.001,1.5
"L1316608",12,462,1.001,1.5
"L1316608",11,60,1.001,1.5
"L1316608",2,270,1.001,1.5
"L1316608",1,307,1.001,1.5
"L1316626",1,2655,1.83176923076923,1.7
"L1316626",2,2677,2.38790476190476,1.7
"L1316626",3,1800,1.7146563876652,1.7
"L1316626",12,1791,NA,1.7
"L1316626",4,537,2.41638461538462,1.7
"L1316626",11,1420,1.25606072874494,1.7
"L1316727",4,45,0.561,3
"L1316727",1,274,0.929104575163399,3
"L1316727",12,243,0.261869565217391,3
"L1316727",2,266,0.955248366013072,3
"L1316727",3,306,0.826,3
"L1316727",11,194,0.569627450980392,3
"L1316846",1,563,2.96582412060301,2
"L1316846",4,127,1.001,2
"L1316846",12,1044,NA,2
"L1316846",2,766,3.69266666666667,2
"L1316846",11,363,1.29852066115702,2
"L1316846",3,1069,1.81554545454545,2
"L1316914",4,380,1.001,2.125
"L1316914",2,925,1.001,2.125
"L1316914",1,1021,1.001,2.125
"L1316914",11,666,0.916730337078652,2.125
"L1316914",3,806,1.001,2.125
"L1316914",12,930,0.943857142857143,2.125
"L1316917",3,564,0.578889447236181,1
"L1316917",12,804,0.616671641791045,1
"L1316917",4,217,0.834333333333333,1
"L1316917",11,540,0.632868131868132,1
"L1316917",1,836,0.771212765957447,1
"L1316917",2,552,0.394203883495146,1
"L1317046",12,330,1.001,2
"L1317046",1,379,1.001,2
"L1317046",3,438,1.001,2
"L1317046",2,395,0.775193548387097,2
"L1317091",1,297,1.001,2
"L1317091",3,78,1.001,2
"L1317091",2,149,1.001,2
"L1317095",2,357,0.821,1.33333333333333
"L1317095",1,742,0.650253731343283,1.33333333333333
"L1317095",11,316,0.740130434782609,1.33333333333333
"L1317095",4,109,0.491196078431372,1.33333333333333
"L1317095",12,489,0.599425196850394,1.33333333333333
"L1317095",3,460,0.711982658959537,1.33333333333333
"L1317119",12,1585,1.08671428571429,1
"L1317119",2,1569,1.21810526315789,1
"L1317119",11,930,1.001,1
"L1317119",4,454,1.001,1
"L1317119",1,1518,0.923480620155039,1
"L1317119",3,1715,1.001,1
"L1317137",3,231,1.43433333333333,3
"L1317137",11,101,1.5635,3
"L1317137",1,394,2.55933333333333,3
"L1317137",12,470,2.12344897959184,3
"L1317137",2,380,2.46716541353383,3
"L1317208",3,96,1.001,1
"L1317208",12,284,1.001,1
"L1317208",1,230,1.001,1
"L1317208",11,78,1.001,1
"L1317208",2,272,1.001,1
"L1317240",2,764,1.001,1
"L1317240",12,613,1.001,1
"L1317240",3,904,1.001,1
"L1317240",11,366,1.001,1
"L1317240",4,225,1.001,1
"L1317240",1,642,1.001,1
"L1317294",2,49,1.001,4
"L1317294",1,33,1.001,4
"L1317294",12,52,1.001,4
"L131730",11,652,4.001,1
"L131730",12,1238,3.77199236641221,1
"L131730",2,1322,3.85031506849315,1
"L131730",1,1329,4.001,1
"L131730",3,1977,3.86942105263158,1
"L131730",4,499,3.601,1
"L131731",12,346,0.001,1
"L131731",2,100,0.001,1
"L131731",1,268,0.001,1
"L131731",11,328,0.001,1
"L131742",12,159,1.001,1
"L131742",11,33,1.001,1
"L1317427",2,892,4.001,3
"L1317427",11,548,4.001,3
"L1317427",3,683,4.001,3
"L1317427",1,1225,4.001,3
"L1317427",12,951,4.001,3
"L1317427",4,215,4.001,3
"L1317494",4,120,3.08335294117647,3
"L1317494",2,381,1.17104048582996,3
"L1317494",3,347,2.84082683982684,3
"L1317494",1,327,2.25357731958763,3
"L1317494",11,180,1.5617476635514,3
"L1317494",12,355,1.71882178217822,3
"L1317528",1,434,1.001,1
"L1317528",3,211,1.001,1
"L1317528",11,83,1.001,1
"L1317528",12,218,1.001,1
"L1317528",2,342,0.907976744186046,1
"L1317539",3,127,0.858142857142857,2.85714285714286
